School,Sport,Race,%N,2017-18,4-Class,GSR
University of Alabama at Birmingham,Men's Other,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Asian,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Black,100-a,67-a,67-a,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Hispanic,100-a,100-a,100-a,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,US N-R,100-a,58-c,100-c,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Two or More,-,100-a,100-a,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Unknown,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,White,67-b,72-d,89-d,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Total,78-b,70-e,93-e,
University of Alabama at Birmingham,Men's CC/Track,,%-N,,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,,2017-18 4-C,lassG,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Am. Ind./AN,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Asian,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Black,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Hispanic,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Nat. Haw./PI,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,US N-R,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Two or More,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Unknown,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,White,-,-,,
University of Alabama at Birmingham,Men's CC/Track,,,,,
University of Alabama at Birmingham,Men's CC/Track,Total,-,-,,
University of Alabama at Birmingham,Women's Basketball,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Asian,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Black,-,100-a,100-b,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Hispanic,0-a,50-a,100-a,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,US N-R,-,100-a,100-a,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Two or More,-,100-a,100-a,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Unknown,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,White,-,50-a,100-a,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Total,0-a,77-c,100-c,
University of Alabama at Birmingham,Women's CC/Track,,%-N,,,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,,2017-18,4-Class,GSR,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Asian,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Black,67-a,64-c,91-c,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Hispanic,-,50-a,100-a,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,US N-R,100-a,100-a,100-a,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Two or More,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Unknown,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,White,50-a,70-b,88-b,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Total,63-b,68-e,92-e,
University of Alabama at Birmingham,Women's Other,,2017-18,4-Class,GSR,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Am. Ind./AN,-,100-a,100-a,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Asian,-,100-a,100-a,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Black,75-a,75-c,91-c,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Hispanic,75-a,83-b,86-b,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,US N-R,100-a,80-c,94-d,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Two or More,0-a,38-b,100-a,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Unknown,-,-,-,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,White,44-d,67-e,96-e,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Total,59-e,69-e,95-e,
